Empresa.....: N A INDUSTRIA E COMERCIO DE CONFECCOES LTDA;;;;Data/Hora.: 09/04/2024 16:43:11;;;;;;;;;;;;
TABELA DE PREÇO;;;;Usuário.: MARCELO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Descrição...: TABELA DE PRECO 18/03;;;;;;;;;;;;;;;;
Dt. Inicial...........: 17/03/2013;;Dt. Final.......: 31/12/2050;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código;Código Comercial;Produto;Preço de Venda;COMISSAO 1 %;COMISSAO 2 %;COMISSAO 3 %;COMISSAO 4 %;COMISSAO 5 %;COMISSAO 6 %;COMISSAO 7 %;COMISSAO 8 %;COMISSAO 9 %;COMISSAO 10 %;;;
492;492;SUTACHE ALFA 2003* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
5090;5090;SUTACHE ALFA 2502* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
7524;7524;SUTACHE ALFA 2504* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
485;485;SUTACHE ALFA 2505* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
471;471;SUTACHE ALFA 2508 ;44,4000;44,8440;45,2880;45,7320;46,1760;46,6200;47,0640;47,5080;47,9520;48,3960;48,8400;;;
11877;11877;SUTACHE ALFA 2511*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
14131;14131;SUTACHE ALFA 2515*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
5087;5087;SUTACHE ALFA 2519**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
2386;2386;SUTACHE ALFA 2521*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
10151;10151;SUTACHE ALFA 2522**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
491;491;SUTACHE ALFA 2523* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
487;487;SUTACHE ALFA 3001* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
11876;11876;SUTACHE ALFA 3002**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
6492;6492;SUTACHE ALFA 3003*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
481;481;SUTACHE ALFA 3005* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
16413;16413;SUTACHE ALFA 3006*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
498;498;SUTACHE ALFA 3007**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
497;497;SUTACHE ALFA 3008*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
8111;8111;SUTACHE ALFA 3011*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
469;469;SUTACHE ALFA 3501;44,4000;44,8440;45,2880;45,7320;46,1760;46,6200;47,0640;47,5080;47,9520;48,3960;48,8400;;;
470;470;SUTACHE ALFA 4001* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
490;490;SUTACHE ALFA 4002* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
10357;10357;SUTACHE ALFA 4005*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
477;477;SUTACHE ALFA 4007* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
7523;7523;SUTACHE ALFA 4008*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
14870;14870;SUTACHE ALFA 4009*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
493;493;SUTACHE ALFA 4501 ;44,4000;44,8440;45,2880;45,7320;46,1760;46,6200;47,0640;47,5080;47,9520;48,3960;48,8400;;;
5031;5031;SUTACHE ALFA 4502**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
7358;7358;SUTACHE ALFA 4503* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
489;489;SUTACHE ALFA 4504* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
10242;10242;SUTACHE ALFA 4508*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
7354;7354;SUTACHE ALFA 4510**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
14896;14896;SUTACHE ALFA 4512*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
8110;8110;SUTACHE ALFA 4514*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
7356;7356;SUTACHE ALFA 4516**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
11620;11620;SUTACHE ALFA 4517*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
482;482;SUTACHE ALFA 4519;44,4000;44,8440;45,2880;45,7320;46,1760;46,6200;47,0640;47,5080;47,9520;48,3960;48,8400;;;
10152;10152;SUTACHE ALFA 4520**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
545;545;SUTACHE ALFA 5000**;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
476;476;SUTACHE ALFA 5001 ;44,4000;44,8440;45,2880;45,7320;46,1760;46,6200;47,0640;47,5080;47,9520;48,3960;48,8400;;;
475;475;SUTACHE ALFA 5002 ;44,4000;44,8440;45,2880;45,7320;46,1760;46,6200;47,0640;47,5080;47,9520;48,3960;48,8400;;;
6494;6494;SUTACHE ALFA 5005*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
478;478;SUTACHE ALFA 5500* ;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
14436;14436;SUTACHE ALFA 5501*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
7355;7355;SUTACHE ALFA 5502*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
20160;20160;SUTACHE ALFA 5504*;47,6500;48,1265;48,6030;49,0795;49,5560;50,0325;50,5090;50,9855;51,4620;51,9385;52,4150;;;
500;500;SUTACHE ALFA 9900;25,5000;25,7550;26,0100;26,2650;26,5200;26,7750;27,0300;27,2850;27,5400;27,7950;28,0500;;;
495;495;SUTACHE DE 2ª;34,5000;34,8450;35,1900;35,5350;35,8800;36,2250;36,5700;36,9150;37,2600;37,6050;37,9500;;;
1309;1309;TELA PLASTICA 1.20/MTS BRANCA;13,9000;14,0390;14,1780;14,3170;14,4560;14,5950;14,7340;14,8730;15,0120;15,1510;15,2900;;;
1308;1308;TELA PLASTICA 1.20/MTS CINZA ;13,9000;14,0390;14,1780;14,3170;14,4560;14,5950;14,7340;14,8730;15,0120;15,1510;15,2900;;;
1307;1307;TELA PLASTICA 1.20/MTS PRETA ;13,9000;14,0390;14,1780;14,3170;14,4560;14,5950;14,7340;14,8730;15,0120;15,1510;15,2900;;;
1511;1511;TELA SILK NYLON 32  25X35;19,5000;19,6950;19,8900;20,0850;20,2800;20,4750;20,6700;20,8650;21,0600;21,2550;21,4500;;;
2388;2388;TELA SILK NYLON 32  40X50;39,5000;39,8950;40,2900;40,6850;41,0800;41,4750;41,8700;42,2650;42,6600;43,0550;43,4500;;;
1496;1496;TELA SILK NYLON 32  40X60;44,5000;44,9450;45,3900;45,8350;46,2800;46,7250;47,1700;47,6150;48,0600;48,5050;48,9500;;;
1499;1499;TELA SILK NYLON 44  25X35;18,5000;18,6850;18,8700;19,0550;19,2400;19,4250;19,6100;19,7950;19,9800;20,1650;20,3500;;;
3591;3591;TELA SILK NYLON 44  40X50;39,0000;39,3900;39,7800;40,1700;40,5600;40,9500;41,3400;41,7300;42,1200;42,5100;42,9000;;;
1476;1476;TELA SILK NYLON 44  40X60;40,5000;40,9050;41,3100;41,7150;42,1200;42,5250;42,9300;43,3350;43,7400;44,1450;44,5500;;;
1512;1512;TELA SILK NYLON 55  25X35;18,9000;19,0890;19,2780;19,4670;19,6560;19,8450;20,0340;20,2230;20,4120;20,6010;20,7900;;;
3348;3348;TELA SILK NYLON 55  40X50;37,0000;37,3700;37,7400;38,1100;38,4800;38,8500;39,2200;39,5900;39,9600;40,3300;40,7000;;;
3360;3360;TELA SILK NYLON 55  40X60;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
3469;3469;TELA SILK NYLON 55  50X60;46,0000;46,4600;46,9200;47,3800;47,8400;48,3000;48,7600;49,2200;49,6800;50,1400;50,6000;;;
1510;1510;TELA SILK NYLON 60  25X35;18,6000;18,7860;18,9720;19,1580;19,3440;19,5300;19,7160;19,9020;20,0880;20,2740;20,4600;;;
3468;3468;TELA SILK NYLON 60  40X50;37,5000;37,8750;38,2500;38,6250;39,0000;39,3750;39,7500;40,1250;40,5000;40,8750;41,2500;;;
1477;1477;TELA SILK NYLON 60  40X60;42,0000;42,4200;42,8400;43,2600;43,6800;44,1000;44,5200;44,9400;45,3600;45,7800;46,2000;;;
3062;3062;TELA SILK NYLON 60  50X60;47,5000;47,9750;48,4500;48,9250;49,4000;49,8750;50,3500;50,8250;51,3000;51,7750;52,2500;;;
13785;13785;TESOURA EM METAL PARA ARREMATE ;3,5000;3,5350;3,5700;3,6050;3,6400;3,6750;3,7100;3,7450;3,7800;3,8150;3,8500;;;
11235;11235;TESOURA GIMAP F36 ALFAIATE 9;126,0000;127,2600;128,5200;129,7800;131,0400;132,3000;133,5600;134,8200;136,0800;137,3400;138,6000;;;
2577;2577;TESOURA MUNDIAL CABO EMBORR. 1860;60,7000;61,3070;61,9140;62,5210;63,1280;63,7350;64,3420;64,9490;65,5560;66,1630;66,7700;;;
20701;20701;TESOURA MUNDIAL CABO EMBORR. 3760;37,0000;37,3700;37,7400;38,1100;38,4800;38,8500;39,2200;39,5900;39,9600;40,3300;40,7000;;;
2537;2537;TESOURA MUNDIAL P/ARREMATE 161 C.AZUL;10,4500;10,5545;10,6590;10,7635;10,8680;10,9725;11,0770;11,1815;11,2860;11,3905;11,4950;;;
1919;1919;TESOURA MUNDIAL P/ARREMATE 1901 ;17,8000;17,9780;18,1560;18,3340;18,5120;18,6900;18,8680;19,0460;19,2240;19,4020;19,5800;;;
1915;1915;TESOURA MUNDIAL P/ARREMATE 601 C.PRETO;22,8500;23,0785;23,3070;23,5355;23,7640;23,9925;24,2210;24,4495;24,6780;24,9065;25,1350;;;
3065;3065;TESOURA MUNDIAL TITANIUM 560/8 ;58,2000;58,7820;59,3640;59,9460;60,5280;61,1100;61,6920;62,2740;62,8560;63,4380;64,0200;;;
18082;18082;TESOURA MUNDIAL 4598/9 ONIX METAL 9;93,0000;93,9300;94,8600;95,7900;96,7200;97,6500;98,5800;99,5100;100,4400;101,3700;102,3000;;;
1907;1907;TESOURA MUNDIAL 660/M CABO PRETO;47,7000;48,1770;48,6540;49,1310;49,6080;50,0850;50,5620;51,0390;51,5160;51,9930;52,4700;;;
1908;1908;TESOURA MUNDIAL 662 CABO PRETO;39,9000;40,2990;40,6980;41,0970;41,4960;41,8950;42,2940;42,6930;43,0920;43,4910;43,8900;;;
1909;1909;TESOURA MUNDIAL 664 CABO PRETO*;23,4500;23,6845;23,9190;24,1535;24,3880;24,6225;24,8570;25,0915;25,3260;25,5605;25,7950;;;
1910;1910;TESOURA MUNDIAL 668 CABO PRETO;21,3000;21,5130;21,7260;21,9390;22,1520;22,3650;22,5780;22,7910;23,0040;23,2170;23,4300;;;
1911;1911;TESOURA MUNDIAL 690 CABO PRETO;62,2000;62,8220;63,4440;64,0660;64,6880;65,3100;65,9320;66,5540;67,1760;67,7980;68,4200;;;
1912;1912;TESOURA MUNDIAL 760 FANTASY CABO COLOR;30,7500;31,0575;31,3650;31,6725;31,9800;32,2875;32,5950;32,9025;33,2100;33,5175;33,8250;;;
4158;4158;TESOURA MUNDIAL 960/8 CUSHION PRO 8;67,4000;68,0740;68,7480;69,4220;70,0960;70,7700;71,4440;72,1180;72,7920;73,4660;74,1400;;;
7271;7271;THINNER 1000 18LTS;270,0000;272,7000;275,4000;278,1000;280,8000;283,5000;286,2000;288,9000;291,6000;294,3000;297,0000;;;
1488;1488;THINNER 1000 5LTS;82,0000;82,8200;83,6400;84,4600;85,2800;86,1000;86,9200;87,7400;88,5600;89,3800;90,2000;;;
9712;9712;TINTA ALFA HIDRO CLEAR INCOLOR 20K;330,0000;333,3000;336,6000;339,9000;343,2000;346,5000;349,8000;353,1000;356,4000;359,7000;363,0000;;;
7969;7969;TINTA ALFA HIDRO CLEAR INCOLOR 3,5K;62,0000;62,6200;63,2400;63,8600;64,4800;65,1000;65,7200;66,3400;66,9600;67,5800;68,2000;;;
8526;8526;TINTA ALFA HIDRO COBERTURA BANDEIRA 3,5K;96,0000;96,9600;97,9200;98,8800;99,8400;100,8000;101,7600;102,7200;103,6800;104,6400;105,6000;;;
13978;13978;TINTA ALFA HIDRO COBERTURA BRANCA 20KG;500,0000;505,0000;510,0000;515,0000;520,0000;525,0000;530,0000;535,0000;540,0000;545,0000;550,0000;;;
6927;6927;TINTA ALFA HIDRO COBERTURA BRANCA 4K;105,0000;106,0500;107,1000;108,1500;109,2000;110,2500;111,3000;112,3500;113,4000;114,4500;115,5000;;;
2600;2600;TINTA ALFA HIDRO COBERTURA LIMAO 3,5K;90,0000;90,9000;91,8000;92,7000;93,6000;94,5000;95,4000;96,3000;97,2000;98,1000;99,0000;;;
10604;10604;TINTA ALFA HIDRO COBERTURA MARINHO 3,5K;96,0000;96,9600;97,9200;98,8800;99,8400;100,8000;101,7600;102,7200;103,6800;104,6400;105,6000;;;
15390;15390;TINTA ALFA HIDRO COBERTURA OURO 3,5K;90,0000;90,9000;91,8000;92,7000;93,6000;94,5000;95,4000;96,3000;97,2000;98,1000;99,0000;;;
8629;8629;TINTA ALFA HIDRO COBERTURA PRETA 3,5K;85,0000;85,8500;86,7000;87,5500;88,4000;89,2500;90,1000;90,9500;91,8000;92,6500;93,5000;;;
8524;8524;TINTA ALFA HIDRO COBERTURA ROYAL 3,5K;90,0000;90,9000;91,8000;92,7000;93,6000;94,5000;95,4000;96,3000;97,2000;98,1000;99,0000;;;
8525;8525;TINTA ALFA HIDRO COBERTURA VERMELHO VIVO 3,5K;96,0000;96,9600;97,9200;98,8800;99,8400;100,8000;101,7600;102,7200;103,6800;104,6400;105,6000;;;
13543;13543;TINTA ALFA HIDROMIX 20K;388,0000;391,8800;395,7600;399,6400;403,5200;407,4000;411,2800;415,1600;419,0400;422,9200;426,8000;;;
12454;12454;TINTA ALFA HIDROMIX 4K;82,0000;82,8200;83,6400;84,4600;85,2800;86,1000;86,9200;87,7400;88,5600;89,3800;90,2000;;;
11359;11359;TINTA ALFA OURO CINTILANTE 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
2542;2542;TINTA ALFA PLASTISOL AM FLUOR 1K;60,0000;60,6000;61,2000;61,8000;62,4000;63,0000;63,6000;64,2000;64,8000;65,4000;66,0000;;;
6599;6599;TINTA ALFA PLASTISOL BANDEIRA 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
1393;1393;TINTA ALFA PLASTISOL BANDEIRA 4K;154,0000;155,5400;157,0800;158,6200;160,1600;161,7000;163,2400;164,7800;166,3200;167,8600;169,4000;;;
1406;1406;TINTA ALFA PLASTISOL BRANCA 4K;150,0000;151,5000;153,0000;154,5000;156,0000;157,5000;159,0000;160,5000;162,0000;163,5000;165,0000;;;
1401;1401;TINTA ALFA PLASTISOL BRANCO 1K;45,0000;45,4500;45,9000;46,3500;46,8000;47,2500;47,7000;48,1500;48,6000;49,0500;49,5000;;;
12456;12456;TINTA ALFA PLASTISOL CINTILANTE OURO 1K;65,0000;65,6500;66,3000;66,9500;67,6000;68,2500;68,9000;69,5500;70,2000;70,8500;71,5000;;;
13979;13979;TINTA ALFA PLASTISOL CINTILANTE PRATA 1K;65,0000;65,6500;66,3000;66,9500;67,6000;68,2500;68,9000;69,5500;70,2000;70,8500;71,5000;;;
1428;1428;TINTA ALFA PLASTISOL LARANJA FLUOR 1K;60,0000;60,6000;61,2000;61,8000;62,4000;63,0000;63,6000;64,2000;64,8000;65,4000;66,0000;;;
1403;1403;TINTA ALFA PLASTISOL LIMAO 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
9381;9381;TINTA ALFA PLASTISOL LIMAO 4K;154,0000;155,5400;157,0800;158,6200;160,1600;161,7000;163,2400;164,7800;166,3200;167,8600;169,4000;;;
3008;3008;TINTA ALFA PLASTISOL MARINHO 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
3536;3536;TINTA ALFA PLASTISOL MARINHO 4K;154,0000;155,5400;157,0800;158,6200;160,1600;161,7000;163,2400;164,7800;166,3200;167,8600;169,4000;;;
1404;1404;TINTA ALFA PLASTISOL OURO 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
3223;3223;TINTA ALFA PLASTISOL OURO 4K;154,0000;155,5400;157,0800;158,6200;160,1600;161,7000;163,2400;164,7800;166,3200;167,8600;169,4000;;;
1408;1408;TINTA ALFA PLASTISOL PRETO 1K;45,0000;45,4500;45,9000;46,3500;46,8000;47,2500;47,7000;48,1500;48,6000;49,0500;49,5000;;;
2924;2924;TINTA ALFA PLASTISOL PRETO 4K;150,0000;151,5000;153,0000;154,5000;156,0000;157,5000;159,0000;160,5000;162,0000;163,5000;165,0000;;;
11236;11236;TINTA ALFA PLASTISOL ROSA FLUOR 1K;60,0000;60,6000;61,2000;61,8000;62,4000;63,0000;63,6000;64,2000;64,8000;65,4000;66,0000;;;
1405;1405;TINTA ALFA PLASTISOL ROYAL 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
13104;13104;TINTA ALFA PLASTISOL ROYAL 4K;154,0000;155,5400;157,0800;158,6200;160,1600;161,7000;163,2400;164,7800;166,3200;167,8600;169,4000;;;
10654;10654;TINTA ALFA PLASTISOL SUPER CRISTAL 1K;55,0000;55,5500;56,1000;56,6500;57,2000;57,7500;58,3000;58,8500;59,4000;59,9500;60,5000;;;
1389;1389;TINTA ALFA PLASTISOL VERDE FLUOR 1K;60,0000;60,6000;61,2000;61,8000;62,4000;63,0000;63,6000;64,2000;64,8000;65,4000;66,0000;;;
1402;1402;TINTA ALFA PLASTISOL VERM VIVO 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
1418;1418;TINTA ALFA PLASTISOL VERM VIVO 4K;154,0000;155,5400;157,0800;158,6200;160,1600;161,7000;163,2400;164,7800;166,3200;167,8600;169,4000;;;
11361;11361;TINTA ALFA PRATA CINTILANTE 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
2750;2750;TINTA ALFA RELEVOBASE BRANCA 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
6582;6582;TINTA ALFA RELEVOBASE BRANCA 4K;190,0000;191,9000;193,8000;195,7000;197,6000;199,5000;201,4000;203,3000;205,2000;207,1000;209,0000;;;
6591;6591;TINTA ALFA RELEVOBASE CINZA 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
6583;6583;TINTA ALFA RELEVOBASE CINZA 4K;190,0000;191,9000;193,8000;195,7000;197,6000;199,5000;201,4000;203,3000;205,2000;207,1000;209,0000;;;
3009;3009;TINTA ALFA RELEVOBASE INCOLOR 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
6589;6589;TINTA ALFA RELEVOBASE INCOLOR 4K;190,0000;191,9000;193,8000;195,7000;197,6000;199,5000;201,4000;203,3000;205,2000;207,1000;209,0000;;;
6593;6593;TINTA ALFA RELEVOBASE PRETO 1K;50,0000;50,5000;51,0000;51,5000;52,0000;52,5000;53,0000;53,5000;54,0000;54,5000;55,0000;;;
6588;6588;TINTA ALFA RELEVOBASE PRETO 4K;190,0000;191,9000;193,8000;195,7000;197,6000;199,5000;201,4000;203,3000;205,2000;207,1000;209,0000;;;
15612;15612;TINTA PLUS PLASTISOL CRISTAL 4KG  AM. LIMAO**;408,0000;412,0800;416,1600;420,2400;424,3200;428,4000;432,4800;436,5600;440,6400;444,7200;448,8000;;;
15611;15611;TINTA PLUS PLASTISOL CRISTAL 4KG  BRANCO**;408,0000;412,0800;416,1600;420,2400;424,3200;428,4000;432,4800;436,5600;440,6400;444,7200;448,8000;;;
15610;15610;TINTA PLUS PLASTISOL CRISTAL 4KG  PRETO**;408,0000;412,0800;416,1600;420,2400;424,3200;428,4000;432,4800;436,5600;440,6400;444,7200;448,8000;;;
15613;15613;TINTA PLUS PLASTISOL CRISTAL 4KG  ROYAL**;408,0000;412,0800;416,1600;420,2400;424,3200;428,4000;432,4800;436,5600;440,6400;444,7200;448,8000;;;
13701;13701;TINTA PLUS PLASTISOL CRISTAL 4KG  VERMELHO ESCURO**;408,0000;412,0800;416,1600;420,2400;424,3200;428,4000;432,4800;436,5600;440,6400;444,7200;448,8000;;;
12210;12210;VIES DE POLIESTER PARA CONFECCAO ;1,6300;1,6463;1,6626;1,6789;1,6952;1,7115;1,7278;1,7441;1,7604;1,7767;1,7930;;;
1267;1267;VIES EL. BRANCO 2ª;10,5000;10,6050;10,7100;10,8150;10,9200;11,0250;11,1300;11,2350;11,3400;11,4450;11,5500;;;
1076;1076;VIES EL. CORES 2ª;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
2555;2555;VIES EL. PRETO 2ª;11,7500;11,8675;11,9850;12,1025;12,2200;12,3375;12,4550;12,5725;12,6900;12,8075;12,9250;;;
20102;20102;VIES EL. 14MM AMARELO.BB 2ª;15,0000;15,1500;15,3000;15,4500;15,6000;15,7500;15,9000;16,0500;16,2000;16,3500;16,5000;;;
19996;19996;VIES EL. 14MM BANDEIRA 2ª;15,0000;15,1500;15,3000;15,4500;15,6000;15,7500;15,9000;16,0500;16,2000;16,3500;16,5000;;;
19966;19966;VIES EL. 14MM BRANCO 2ª;10,5000;10,6050;10,7100;10,8150;10,9200;11,0250;11,1300;11,2350;11,3400;11,4450;11,5500;;;
20358;20358;VIES EL. 14MM CAFE 2ª;15,0000;15,1500;15,3000;15,4500;15,6000;15,7500;15,9000;16,0500;16,2000;16,3500;16,5000;;;
19991;19991;VIES EL. 14MM CANARIO 2ª ;15,0000;15,1500;15,3000;15,4500;15,6000;15,7500;15,9000;16,0500;16,2000;16,3500;16,5000;;;
20342;20342;VIES EL. 14MM CAQUI 2ª;15,0000;15,1500;15,3000;15,4500;15,6000;15,7500;15,9000;16,0500;16,2000;16,3500;16,5000;;;
20591;20591;VIES EL. 14MM CHUMBO 2ª;15,0000;15,1500;15,3000;15,4500;15,6000;15,7500;15,9000;16,0500;16,2000;16,3500;16,5000;;;
1271;1271;VIES EL. 14MM COR 01 BRANCO ;24,3000;24,5430;24,7860;25,0290;25,2720;25,5150;25,7580;26,0010;26,2440;26,4870;26,7300;;;
1095;1095;VIES EL. 14MM COR 02 PRETO ;25,7000;25,9570;26,2140;26,4710;26,7280;26,9850;27,2420;27,4990;27,7560;28,0130;28,2700;;;
12991;12991;VIES EL. 14MM COR 02 PRETO FIO PUXADO**;31,7500;32,0675;32,3850;32,7025;33,0200;33,3375;33,6550;33,9725;34,2900;34,6075;34,9250;;;
882;882;VIES EL. 14MM COR 03 VERMELHO;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
883;883;VIES EL. 14MM COR 06 BANDEIRA ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
884;884;VIES EL. 14MM COR 07 CANARIO ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
885;885;VIES EL. 14MM COR 08 AM.B.B ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
886;886;VIES EL. 14MM COR 10 CHUMBO ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
887;887;VIES EL. 14MM COR 11 PRATA ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
889;889;VIES EL. 14MM COR 13 CAQUI;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
891;891;VIES EL. 14MM COR 16 LARANJA ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
892;892;VIES EL. 14MM COR 20 PISCINA *;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
897;897;VIES EL. 14MM COR 21 CRU ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
898;898;VIES EL. 14MM COR 22 MARINHO;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
899;899;VIES EL. 14MM COR 23 ROYAL ;34,6000;34,9460;35,2920;35,6380;35,9840;36,3300;36,6760;37,0220;37,3680;37,7140;38,0600;;;
